sku,category,description,unit,unit_price,currency,source,updated_at,tags
LAB-300-1-LOSAS-INCLINADAS-DE-2-LIMAS-HASTA-ALTURA-DE-3-00M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Losas inclinadas > de 2 limas hasta altura de 3.00m,M2,1140.62,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Losas inclinadas > de 2 limas hasta altura de 3.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.1 Losas inclinadas > de 2 limas hasta altura de 3.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-11-VUELOS-EN-LOSAS-INCLINADAS-DE-2-LIMAS-HASTA-ALTURA-3-0,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vuelos en losas inclinadas > de 2 limas hasta altura 3.00m,ML,1140.62,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vuelos en losas inclinadas > de 2 limas hasta altura 3.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.11 Vuelos en losas inclinadas > de 2 limas hasta altura 3.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-12-LOSAS-PLANAS-3-00M-ALTURA-HASTA-3-50M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Losas Planas > 3.00m altura hasta 3.50m,M2,932.58,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Losas Planas > 3.00m altura hasta 3.50m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.12 Losas Planas > 3.00m altura hasta 3.50m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-13-LOSAS-PLANAS-3-50M-ALTURA-HASTA-4-00M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Losas Planas > 3.50m altura hasta 4.00m,M2,1011.49,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Losas Planas > 3.50m altura hasta 4.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.13 Losas Planas > 3.50m altura hasta 4.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-14-VUELOS-PLANOS-3-00M-ALTURA-HASTA-3-50M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vuelos Planos > 3.00m altura hasta 3.50m,ML,502.16,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vuelos Planos > 3.00m altura hasta 3.50m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.14 Vuelos Planos > 3.00m altura hasta 3.50m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-15-VUELOS-PLANOS-3-50M-ALTURA-HASTA-4-00M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vuelos Planos > 3.50m altura hasta 4.00m,ML,1011.49,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vuelos Planos > 3.50m altura hasta 4.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.15 Vuelos Planos > 3.50m altura hasta 4.00m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-16-MUROS-TRANCADOS-O-ATORNILLADOS-POR-CARA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Muros trancados o atornillados por cara,M2,1360.53,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Muros trancados o atornillados por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.16 Muros trancados o atornillados por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-17-MUROS-EN-VIGAS-POR-CARA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Muros en vigas por cara,M2,1391.28,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Muros en vigas por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.17 Muros en vigas por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-18-VIGAS-DE-AMARRE-0-30M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vigas de amarre < 0.30m,ML,576.50,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vigas de amarre < 0.30m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.18 Vigas de amarre < 0.30m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-19-VIGAS-SOBRE-MUROS-0-30M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vigas sobre muros < 0.30m,ML,516.51,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vigas sobre muros < 0.30m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.19 Vigas sobre muros < 0.30m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-2-VIGAS-SOBRE-MUROS-0-30M-0-50M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vigas sobre muros > 0.30m < 0.50m,ML,753.24,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vigas sobre muros > 0.30m < 0.50m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.2 Vigas sobre muros > 0.30m < 0.50m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-21-VIGAS-DE-CARGA-0-15M-A-0-20M-X-ALTURA-0-40M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Vigas de carga 0.15m a 0.20m x Altura < 0.40m,ML,1047.36,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Vigas de carga 0.15m a 0.20m x Altura < 0.40m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.21 Vigas de carga 0.15m a 0.20m x Altura < 0.40m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-22-VIGAS-DE-CARGA-0-15M-A-0-20M-X-ALTURA-0-40M-PARA-CADA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Vigas de carga 0.15m a 0.20m x Altura > 0.40m, para cada cm adicional hasta 0.80m, a partir de 0.80m se considera muro",ML,35.15,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Vigas de carga 0.15m a 0.20m x Altura > 0.40m, para cada cm adicional hasta 0.80m, a partir de 0.80m se considera muro MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.22 Vigas de carga 0.15m a 0.20m x Altura > 0.40m, para cada cm adicional hasta 0.80m, a partir de 0.80m se considera muro MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-23-VIGAS-DE-CARGA-0-20M-DE-BASE-PARA-CADA-CM-ADICIONAL-HA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Vigas de carga > 0.20m de base, para cada cm adicional hasta 0.50m, a partir de 0.50m se considera muro",ML,35.15,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Vigas de carga > 0.20m de base, para cada cm adicional hasta 0.50m, a partir de 0.50m se considera muro MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.23 Vigas de carga > 0.20m de base, para cada cm adicional hasta 0.50m, a partir de 0.50m se considera muro MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-24-VIGAS-INVERTIDAS-SE-CONSIDERAN-IGUAL-A-VIGAS-DE-CARGA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Vigas invertidas, se consideran igual a vigas de carga",ML,1219.53,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Vigas invertidas, se consideran igual a vigas de carga MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.24 Vigas invertidas, se consideran igual a vigas de carga MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-25-PERGOLAS-0-20M-X-0-40M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Pérgolas < 0.20m x 0.40m,ML,1140.62,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Pérgolas < 0.20m x 0.40m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.25 Pergolas < 0.20m x 0.40m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-26-DINTELES-0-20MX0-20M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Dinteles < 0.20mx0.20m,ML,832.15,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Dinteles < 0.20mx0.20m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.26 Dinteles < 0.20mx0.20m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-27-COLUMNAS-0-30M-DE-CARA-POR-CARA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Columnas < 0.30m de cara, por cara",ML,647.72,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Columnas < 0.30m de cara, por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.27 Columnas < 0.30m de cara, por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-28-COLUMNAS-0-30M-DE-CARA-POR-CADA-0-10M-DE-ANCHO-HASTA-0,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Columnas > 0.30m de cara, por cada 0.10m de ancho hasta 0.80m, a partir de 0.80m se considera muro",ML,78.91,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Columnas > 0.30m de cara, por cada 0.10m de ancho hasta 0.80m, a partir de 0.80m se considera muro MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.28 Columnas > 0.30m de cara, por cada 0.10m de ancho hasta 0.80m, a partir de 0.80m se considera muro MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-29-COLUMNAS-CILINDRICAS-DE-0-20M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Columnas cilíndricas de 0.20m,ML,1422.02,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Columnas cilíndricas de 0.20m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.29 Columnas cilindricas de 0.20m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-3-COLUMNAS-CILINDRICAS-DE-0-30M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Columnas cilíndricas de 0.30m,ML,1867.85,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Columnas cilíndricas de 0.30m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.3 Columnas cilindricas de 0.30m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-31-COLUMNAS-CILINDRICAS-DE-0-40M,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Columnas cilíndricas de 0.40m,ML,2482.78,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Columnas cilíndricas de 0.40m MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.31 Columnas cilindricas de 0.40m MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-32-MUROS-EN-COLUMNAS-POR-CARA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Muros en columnas, por cara",M2,1298.44,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Muros en columnas, por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.32 Muros en columnas, por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-33-GUARDERAS-EN-LOSAS,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Guarderas en losas,ML,258.25,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Guarderas en losas MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.33 Guarderas en losas MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-34-GUARDERAS-EN-PLATEAS,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Guarderas en plateas,ML,258.25,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Guarderas en plateas MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.34 Guarderas en plateas MO CARPINTERIA-ENCOFRADOS - TODO COSTO
LAB-300-35-CORNIZAS-EN-LOSAS-POR-CARA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Cornizas en losas, por cara",ML,903.89,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Cornizas en losas, por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.35 Cornizas en losas, por cara MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-36-RAMPAS-DE-ESCALERAS-2-TRAMOS,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,"Rampas de escaleras, 2 tramos",UND,14311.52,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,"Rampas de escaleras, 2 tramos MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.36 Rampas de escaleras, 2 tramos MO CARPINTERIA-ENCOFRADOS - TODO COSTO"
LAB-300-37-ANDAMIOS-EN-MADERA,MO CARPINTERIA-ENCOFRADOS - TODO COSTO,Andamios en madera,M2,172.17,DOP,ConstruCosto.do Mano de Obra Santo Domingo MAYO26,2026-05-01,Andamios en madera MO CARPINTERIA-ENCOFRADOS - TODO COSTO 300.37 Andamios en madera MO CARPINTERIA-ENCOFRADOS - TODO COSTO
