sku,category,description,unit,unit_price,currency,source,updated_at,tags
TER-101-11-CARGA-Y-BOTE-MATERIAL-PALA-CAT950G,MOVIMIENTOS DE TIERRA,CARGA Y BOTE MATERIAL - PALA CAT950G,M3E,310.15,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,CARGA Y BOTE MATERIAL - PALA CAT950G MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.11 CARGA Y BOTE MATERIAL - PALA CAT950G MOVIMIENTOS DE TIERRA
TER-101-12-CARGA-Y-BOTE-MATERIAL-EXCAV-CAT320D-CUBO,MOVIMIENTOS DE TIERRA,CARGA Y BOTE MATERIAL - EXCAV CAT320D CUBO,M3E,303.07,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,CARGA Y BOTE MATERIAL - EXCAV CAT320D CUBO MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.12 CARGA Y BOTE MATERIAL - EXCAV CAT320D CUBO MOVIMIENTOS DE TIERRA
TER-101-13-CARGA-Y-BOTE-MATERIAL-RETROPALA-CAT416E,MOVIMIENTOS DE TIERRA,CARGA Y BOTE MATERIAL - RETROPALA CAT416E,M3E,353.65,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,CARGA Y BOTE MATERIAL - RETROPALA CAT416E MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.13 CARGA Y BOTE MATERIAL - RETROPALA CAT416E MOVIMIENTOS DE TIERRA retroexcavadora
TER-101-14-CARGA-Y-BOTE-MATERIAL-MINICAR-BOBCAT-763,MOVIMIENTOS DE TIERRA,CARGA Y BOTE MATERIAL - MINICAR. BOBCAT 763,M3E,759.72,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,CARGA Y BOTE MATERIAL - MINICAR. BOBCAT 763 MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.14 CARGA Y BOTE MATERIAL - MINICAR. BOBCAT 763 MOVIMIENTOS DE TIERRA
TER-101-15-BOTE-MATERIAL-CAMION-6M3-SOLO-BOTE,MOVIMIENTOS DE TIERRA,BOTE MATERIAL CAMION 6M3 (SOLO BOTE),M3E,618.56,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,BOTE MATERIAL CAMION 6M3 (SOLO BOTE) MOVIMIENTOS DE TIERRA Praintex - Agregados y Botes 101.15 BOTE MATERIAL CAMION 6M3 (SOLO BOTE) MOVIMIENTOS DE TIERRA
TER-101-16-CARGA-Y-BOTE-MATERIAL-A-MANO-CAMION-6M3,MOVIMIENTOS DE TIERRA,CARGA Y BOTE MATERIAL A MANO CAMION 6M3,M3E,721.65,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,CARGA Y BOTE MATERIAL A MANO CAMION 6M3 MOVIMIENTOS DE TIERRA Praintex - Agregados y Botes 101.16 CARGA Y BOTE MATERIAL A MANO CAMION 6M3 MOVIMIENTOS DE TIERRA
TER-101-17-EXCAVACION-CARGA-Y-BOTE-CALICHE-CIELO-ABIERTO-EXCAVADO,MOVIMIENTOS DE TIERRA,"EXCAVACION, CARGA Y BOTE CALICHE CIELO ABIERTO - EXCAVADORA CAT320D CUBO",M3E,485.66,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,"EXCAVACION, CARGA Y BOTE CALICHE CIELO ABIERTO - EXCAVADORA CAT320D CUBO MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.17 EXCAVACION, CARGA Y BOTE CALICHE CIELO ABIERTO - EXCAVADORA CAT320D CUBO MOVIMIENTOS DE TIERRA"
TER-101-18-EXCAVACION-CARGA-Y-BOTE-ROCA-CIELO-ABIERTO-EXCAVADORA,MOVIMIENTOS DE TIERRA,"EXCAVACION, CARGA Y BOTE ROCA CIELO ABIERTO EXCAVADORA CAT320D MARTILLO / CUBO",M3N,1091.92,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,"EXCAVACION, CARGA Y BOTE ROCA CIELO ABIERTO EXCAVADORA CAT320D MARTILLO / CUBO MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.18 EXCAVACION, CARGA Y BOTE ROCA CIELO ABIERTO EXCAVADORA CAT320D MARTILLO / CUBO MOVIMIENTOS DE TIERRA"
TER-101-19-REGADO-NIVELADO-Y-COMPACTADO-RELLENO-M3C,MOVIMIENTOS DE TIERRA,REGADO NIVELADO Y COMPACTADO RELLENO M3C,M3C,351.88,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,REGADO NIVELADO Y COMPACTADO RELLENO M3C MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.19 REGADO NIVELADO Y COMPACTADO RELLENO M3C MOVIMIENTOS DE TIERRA
TER-101-2-REGADO-NIVELADO-Y-COMPACTADO-RELLENO-M3E,MOVIMIENTOS DE TIERRA,REGADO NIVELADO Y COMPACTADO RELLENO M3E,M3E,270.68,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,REGADO NIVELADO Y COMPACTADO RELLENO M3E MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.2 REGADO NIVELADO Y COMPACTADO RELLENO M3E MOVIMIENTOS DE TIERRA
TER-101-21-REGADO-NIVELADO-Y-COMPACTADO-RELLENO-DE-MATERIAL-CON-C,MOVIMIENTOS DE TIERRA,"REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL CON CALICHE E=0.20m",M3N,1608.15,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,"REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL CON CALICHE E=0.20m MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.21 REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL CON CALICHE E=0.20m MOVIMIENTOS DE TIERRA"
TER-101-22-REGADO-NIVELADO-Y-COMPACTADO-RELLENO-DE-MATERIAL-CON-G,MOVIMIENTOS DE TIERRA,"REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL CON GRANZOTE E=0.20m",M3N,1997.15,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,"REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL CON GRANZOTE E=0.20m MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.22 REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL CON GRANZOTE E=0.20m MOVIMIENTOS DE TIERRA"
TER-101-23-REGADO-NIVELADO-Y-COMPACTADO-RELLENO-DE-MATERIAL-DE-BA,MOVIMIENTOS DE TIERRA,"REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL DE BASE TRITURADO E=0.20m",M3N,2256.48,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,"REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL DE BASE TRITURADO E=0.20m MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.23 REGADO, NIVELADO Y COMPACTADO RELLENO DE MATERIAL DE BASE TRITURADO E=0.20m MOVIMIENTOS DE TIERRA"
TER-101-24-CARPETA-HORMIGON-ASFALTICO-EN-CALIENTE-H-A-C-EN-2-CON,MOVIMIENTOS DE TIERRA,"CARPETA HORMIGON ASFALTICO EN CALIENTE H.A.C EN 2"" CON IMPRIMACION RC2 0.30Gal/M2",M2,1192.56,DOP,ConstruCosto.do Equipos y Movimientos de Tierra Santo Domingo MAYO26,2026-05-01,"CARPETA HORMIGON ASFALTICO EN CALIENTE H.A.C EN 2"" CON IMPRIMACION RC2 0.30Gal/M2 MOVIMIENTOS DE TIERRA Excon S.A. Excavaciones y Mov Tierra 101.24 CARPETA HORMIGON ASFALTICO EN CALIENTE H.A.C EN 2"" CON IMPRIMACION RC2 0.30Gal/M2 MOVIMIENTOS DE TIERRA"
